opeid,name,state,cohort year,prior loss,date
2560800,Southeast School of Cosmetoloqy,KY,1995,0,4/27/1998
2602200,North American Heatinq & Air Conditioninq Traininq C,CA,1995,0,4/27/1998
3061400,Ascension College,LA,1995,0,4/27/1998
2211900,Cheeks International  Academy of Beauty Culture,WY,1995,1,4/27/1998
2200100,Bradenton  Beauty & Barber Academy,FL,1995,0,4/28/1998
2361500,Michiqan  Barber School,Ml,1995,1,4/28/1998
2494700,Baltimore  Studio of Hair Desiqn,MD,1995,1,4/29/1998
961300,Merrillville  Beauty College,IN,1995,1,4/29/1998
2199100,Academy of Hair Desiqn,IN,1995,1,4/29/1998
2077700,Roilier  Academy of Hairstylists,CT,1995,0,4/30/1998
2215700,Artistic School of Hair Desiqn,OR,1995,0,4/30/1998
2316700,Potomac  Academy of Hair Design,VA,1995,0,4/30/1998
2558300,Jackson  Beauty School,TX,1995,0,4/30/1998
2585800,Drake School of Westchester,NY,1995,1,5/28/1998
775200,Jon Louis School of Beauty,NY,1995,0,6/17/1998
855500,Hair Design Institute at Livingston  Street,NY,1995,0,6/17/1998
1314300,Jon Louis School of Beauty,NY,1995,0,6/17/1998
855500,Hair Design Institute at Livingston  Street,NY,1995,1,6/17/1998
1191500,Drake Business  School,NY,1995,1,6/17/1998
1191700,Drake School of Manhattan,NY,1995,1,6/17/1998
1191800,Drake School of the Bronx,NY,1995,1,6/17/1998
1192100,Westchester School of Beauty Culture,NY,1995,1,6/17/1998
738800,Long Island Beauty School,NY,1995,1,6/24/1998
2219500,Mildred Elley,NY,1995,1,6/24/1998
2105900,Hair Desiqn Institute at Fifth Avenue,NY,1995,0,6/25/1998
2185400,Saint Augustine College,IL,1995,0,5/7/1998
2616600,Shear Eqo International  School of Hair Desiqn,NY,1995,0,7/16/1998
2577700,Beauty College of America,GA,1995,0,7/23/1998
3066900,lntelliTec College,co,1995,0,4/9/1998
809000,Everest Colleqe,CA,1995,1,4/9/1998
912900,Empire Beauty School,MA,1995,1,4/9/1998
1183000,Berk Trade & Business School,NY,1995,1,4/9/1998
2593300,Heald Colleqe,CA,1995,1,6/9/1998
3036000,School of Business  & Bankinq,KY,1995,1,6/9/1998
2287300,Academy of Hair Care,IN,1995,0,6/9/1998
1229900,Aladdin Beauty College #19,TX,1995,1,6/9/1998
2139000,Craft Institute (The),PA,1995,1,6/9/1998
2265400,Aladdin Beauty College #21,TX,1995,1,6/9/1998
3031000,American Center for Career Traininq,NY,1995,0,9/9/1998
2520200,California Career School,CA,1995,1,3/10/1998
462100,Ayers Career College,LA,1995,1,3/10/1998
1197100,Trend Beauty College,IL,1995,1,3/10/1998
2572500,Davenport  Barber Stylinq Colleqe,lA,1995,0,5/12/1998
1288000,Pat Goins Beauty School,LA,1996,0,1/13/1999
2255000,Knoxville Institute of Hair Design,TN,1996,0,1/13/1999
1287900,Pat Goins Benton Road Beauty School,LA,1996,0,3/17/1999
3012300,ASM Beauty World Academy,FL,1996,0,3/23/1999
1065600,State College of Beauty,Ml,1996,0,6/22/1999
2276400,International  Junior College,PR,1996,0,6/22/1999
2563500,Roqie's School of Beauty Culture,PR,1996,0,6/22/1999
2581200,CC's Cosmetoloqy Colleqe,OK,1996,0,6/22/1999
2281700,Aladdin Beauty Colleqe #17,TX,1996,0,7/22/1999
2287100,La Belle Beauty School,FL,1996,0,1/8/1999
2173200,Learning Institutes for Beauty Sciences,NY,1996,0,6/8/1999
2311700,Belleville Barber Colleqe,IL,1996,0,8/30/1999
357900,Jacksonville Colleqe,TX,1996,0,3/9/1999
357900,Jacksonville Colleqe,TX,1996,0,3/9/1999
569800,Douglas MacArthur  State Technical  College,AL,1996,0,1/11/1999
951900,Advanced Hair Tech Academy,KS,1996,0,1/11/1999
1190200,Cannella School of Hair Desiqn,IL,1996,0,1/11/1999
1272600,Montqomery  County Area Technoloqy  Center,KY,1996,0,1/11/1999
2149900,Normandy  Beauty School of Jacksonville,FL,1996,0,1/11/1999
2281500,Aladdin Beauty Colleqe #7,TX,1996,0,1/11/1999
2354500,Southeastern  Beauty Schools,GA,1996,0,1/11/1999
2495800,Focus:HOPE,Ml,1996,0,1/11/1999
2530800,Politechnical Institute of Florida,FL,1996,0,1/11/1999
2563300,Kankakee  Academy of Hair Design,IL,1996,0,1/11/1999
3005100,Arkansas Beauty School,AR,1996,0,1/11/1999
3061100,Stylemasters  Beauty Academy,TN,1996,0,1/11/1999
750800,Plaza School of Technology,NJ,1996,0,1/11/1999
3001300,Marcell Royale Beauty Academy,AR,1997,0,11/18/1999
535100,Tennessee  Technology Center at Morristown,TN,1997,0,11/22/1999
1073000,TRC -Jan Mar Beauty Academy,VA,1997,0,11/22/1999
1096600,Aladdin Beauty Colleqe #9,OK,1997,0,11/22/1999
2292400,Columbia Beauty Academy,MO,1997,0,11/22/1999
2590000,Metro College,PR,1997,0,11/22/1999
2255400,International  School of Cosmetoloqy,CA,1997,0,11/22/1999
803800,Middlesex  Community  College,CT,1997,0,11/29/1999
2107400,Jon Louis School of Beauty,NY,1997,0,2/2/2000
247500,Kemper Military School and College,MO,1997,0,2/22/2000
2341000,Capps College,AL,1997,0,2/7/2000
3005200,Interactive Learninq Systems,GA,1997,0,2/7/2000
3031000,American Center for Career Training,NY,1998,1,12/9/2000
2581200,CC's Cosmetology  College,OK,1998,0,12/19/2000
843500,lnterboro Institute,NY,1998,1,12/19/2000
2340000,Colonial Heights Beauty Academy,VA,1998,1,12/19/2000
1046000,American Baptist Theoloqical  Seminary,TN,1998,1,12/20/2000
2292400,Columbia  Beauty Academy,MO,1998,1,12/20/2000
843500,lnterboro Institute,NY,1999,0,11/9/2001
2218500,South Texas Vocational Technical Institute,TX,1999,0,11/9/2001
843500,lnterboro Institute,NY,1999,1,11/9/2001
3031000,American Center for Career Training,NY,1999,1,11/9/2001
2341000,Capps Colleqe,AL,1999,0,1/14/2002
2341000,Capps Colleqe,AL,1999,1,1/14/2002
3249300,Metro Technical Institute,Ml,2000,0,10/16/2002
843500,lnterboro Institute,NY,2000,1,10/16/2002
2341000,Capps College,AL,2000,1,10/16/2002
2552100,American Business  College,PR,2000,0,5/7/2003
